Query,User ID,Timestamp,Click URL
latest AI trends,3062,2025-05-21 6:2:52,https://amazon.com/search?q=fitness+tips
how to invest in stocks,4912,2025-06-10 1:30:20,https://amazon.com/search?q=how+to+cook+pasta
fitness tips,6952,2025-03-27 5:37:23,https://wikipedia.org/search?q=fitness+tips
top movies 2025,7061,2025-02-13 21:16:15,https://news.com/search?q=top+movies+2025
how to cook pasta,9851,2025-09-14 10:24:8,https://wikipedia.org/search?q=fitness+tips
latest AI trends,1117,2025-02-19 21:4:2,https://amazon.com/search?q=best+programming+languages
best smartphones 2025,3825,2025-01-20 2:1:42,https://google.com/search?q=best+smartphones+2025
fitness tips,1096,2025-03-21 0:34:38,https://amazon.com/search?q=latest+AI+trends
cheap flights to London,8410,2025-02-20 6:20:44,https://google.com/search?q=top+movies+2025
best programming languages,7420,2025-09-19 3:15:39,https://news.com/search?q=how+to+invest+in+stocks
history of the internet,9468,2025-03-10 9:39:13,https://youtube.com/search?q=history+of+the+internet
top movies 2025,1398,2025-04-12 0:30:44,https://google.com/search?q=fitness+tips
how to invest in stocks,9276,2025-08-18 22:58:2,https://youtube.com/search?q=weather+in+New+York
fitness tips,7063,2025-06-23 14:59:45,https://amazon.com/search?q=how+to+cook+pasta
weather in New York,7989,2025-09-20 6:44:34,https://amazon.com/search?q=fitness+tips
cheap flights to London,6098,2025-03-23 7:24:26,https://youtube.com/search?q=cheap+flights+to+London
best smartphones 2025,9636,2025-03-10 15:55:4,https://google.com/search?q=best+programming+languages
latest AI trends,7448,2025-07-15 12:16:31,https://wikipedia.org/search?q=how+to+invest+in+stocks
cheap flights to London,6698,2025-05-22 14:5:53,https://amazon.com/search?q=best+programming+languages
how to cook pasta,6346,2025-03-20 19:34:41,https://news.com/search?q=how+to+invest+in+stocks
how to cook pasta,5484,2025-01-24 5:7:4,https://news.com/search?q=latest+AI+trends
how to cook pasta,4306,2025-09-27 6:30:52,https://wikipedia.org/search?q=best+smartphones+2025
best smartphones 2025,9754,2025-04-24 14:56:22,https://youtube.com/search?q=top+movies+2025
history of the internet,5282,2025-03-13 17:16:36,https://wikipedia.org/search?q=how+to+invest+in+stocks
best programming languages,9688,2025-01-16 9:56:28,https://google.com/search?q=history+of+the+internet
top movies 2025,7814,2025-05-12 13:50:33,https://amazon.com/search?q=best+programming+languages
history of the internet,6663,2025-02-16 9:23:59,https://amazon.com/search?q=top+movies+2025
best smartphones 2025,3537,2025-05-16 21:19:21,https://wikipedia.org/search?q=how+to+invest+in+stocks
fitness tips,3908,2025-05-19 2:37:13,https://news.com/search?q=best+programming+languages
how to cook pasta,5176,2025-09-17 18:48:43,https://amazon.com/search?q=best+programming+languages
how to cook pasta,2322,2025-01-15 20:4:49,https://wikipedia.org/search?q=how+to+cook+pasta
cheap flights to London,9409,2025-06-19 13:45:31,https://amazon.com/search?q=fitness+tips
how to invest in stocks,3757,2025-08-12 8:55:24,https://wikipedia.org/search?q=fitness+tips
weather in New York,6020,2025-06-13 23:42:58,https://news.com/search?q=top+movies+2025
latest AI trends,8615,2025-01-10 2:36:46,https://youtube.com/search?q=best+smartphones+2025
history of the internet,7833,2025-01-16 4:53:13,https://google.com/search?q=best+programming+languages
best programming languages,5470,2025-02-26 9:59:35,https://wikipedia.org/search?q=top+movies+2025
latest AI trends,1793,2025-03-27 22:57:14,https://google.com/search?q=best+smartphones+2025
how to invest in stocks,7426,2025-03-11 16:38:37,https://youtube.com/search?q=latest+AI+trends
fitness tips,5535,2025-03-25 3:51:38,https://youtube.com/search?q=latest+AI+trends
best programming languages,1722,2025-09-18 10:55:14,https://wikipedia.org/search?q=how+to+invest+in+stocks
latest AI trends,8185,2025-01-12 16:16:5,https://google.com/search?q=top+movies+2025
latest AI trends,5558,2025-06-10 3:37:28,https://google.com/search?q=history+of+the+internet
weather in New York,3862,2025-08-21 5:54:8,https://news.com/search?q=how+to+invest+in+stocks
fitness tips,3503,2025-06-27 4:44:28,https://news.com/search?q=top+movies+2025
top movies 2025,8316,2025-09-24 11:38:54,https://wikipedia.org/search?q=cheap+flights+to+London
weather in New York,1257,2025-04-20 8:49:56,https://news.com/search?q=weather+in+New+York
history of the internet,2381,2025-07-13 17:13:18,https://news.com/search?q=fitness+tips
best smartphones 2025,9405,2025-05-16 17:31:45,https://amazon.com/search?q=weather+in+New+York
how to cook pasta,6362,2025-01-10 4:43:34,https://amazon.com/search?q=how+to+invest+in+stocks
