"record","Query","User ID","Timestamp","Click URL"
,"best programming languages","8847","2025-06-20 4:20:44","https://amazon.com/search?q=cheap+flights+to+London"
,"best programming languages","2365","2025-07-14 16:2:54","https://youtube.com/search?q=how+to+invest+in+stocks"
,"how to cook pasta","7538","2025-07-22 18:29:34","https://youtube.com/search?q=weather+in+New+York"
,"how to cook pasta","6127","2025-04-21 12:38:18","https://news.com/search?q=fitness+tips"
,"latest AI trends","6983","2025-03-16 16:29:46","https://wikipedia.org/search?q=fitness+tips"
,"how to invest in stocks","8744","2025-02-10 11:57:24","https://amazon.com/search?q=top+movies+2025"
,"fitness tips","5702","2025-05-14 16:45:40","https://amazon.com/search?q=top+movies+2025"
,"history of the internet","5374","2025-02-25 0:22:38","https://amazon.com/search?q=how+to+invest+in+stocks"
,"best smartphones 2025","5264","2025-01-14 6:45:38","https://amazon.com/search?q=latest+AI+trends"
,"history of the internet","1423","2025-09-27 1:8:58","https://news.com/search?q=latest+AI+trends"
,"history of the internet","3665","2025-04-12 10:5:16","https://youtube.com/search?q=how+to+cook+pasta"
,"fitness tips","3511","2025-07-11 1:0:47","https://amazon.com/search?q=history+of+the+internet"
,"fitness tips","1206","2025-03-22 6:47:18","https://wikipedia.org/search?q=top+movies+2025"
,"how to invest in stocks","2539","2025-01-16 17:15:53","https://google.com/search?q=how+to+cook+pasta"
,"best programming languages","2232","2025-01-22 14:35:11","https://news.com/search?q=fitness+tips"
,"latest AI trends","4911","2025-05-23 13:34:56","https://amazon.com/search?q=fitness+tips"
,"weather in New York","8288","2025-08-23 16:8:47","https://amazon.com/search?q=best+smartphones+2025"
,"how to cook pasta","1086","2025-02-21 21:29:45","https://wikipedia.org/search?q=best+smartphones+2025"
,"cheap flights to London","6672","2025-02-11 10:8:6","https://amazon.com/search?q=best+smartphones+2025"
,"weather in New York","9995","2025-08-18 17:28:10","https://news.com/search?q=latest+AI+trends"
,"how to cook pasta","7649","2025-04-13 11:36:54","https://google.com/search?q=history+of+the+internet"
,"fitness tips","4086","2025-09-10 9:28:22","https://amazon.com/search?q=latest+AI+trends"
,"cheap flights to London","8863","2025-05-26 12:54:32","https://youtube.com/search?q=cheap+flights+to+London"
,"best programming languages","2869","2025-09-21 13:20:55","https://google.com/search?q=best+smartphones+2025"
,"history of the internet","2096","2025-08-28 13:14:0","https://google.com/search?q=top+movies+2025"
,"how to cook pasta","9791","2025-06-21 3:8:54","https://wikipedia.org/search?q=how+to+invest+in+stocks"
,"fitness tips","9686","2025-04-25 3:41:41","https://amazon.com/search?q=top+movies+2025"
,"cheap flights to London","4429","2025-06-16 5:15:27","https://youtube.com/search?q=top+movies+2025"
,"how to cook pasta","4427","2025-01-11 13:2:45","https://news.com/search?q=latest+AI+trends"
,"best smartphones 2025","5688","2025-03-28 7:36:8","https://youtube.com/search?q=best+programming+languages"
,"best smartphones 2025","1833","2025-03-20 21:28:49","https://youtube.com/search?q=how+to+cook+pasta"
,"latest AI trends","2888","2025-05-13 0:6:14","https://wikipedia.org/search?q=weather+in+New+York"
,"latest AI trends","6168","2025-04-17 23:42:41","https://google.com/search?q=top+movies+2025"
,"cheap flights to London","3138","2025-03-21 9:0:55","https://news.com/search?q=top+movies+2025"
,"latest AI trends","9171","2025-02-27 8:35:28","https://wikipedia.org/search?q=how+to+cook+pasta"
,"cheap flights to London","9073","2025-02-18 6:41:59","https://youtube.com/search?q=fitness+tips"
,"latest AI trends","6984","2025-07-14 15:51:6","https://news.com/search?q=weather+in+New+York"
,"top movies 2025","4256","2025-08-16 5:4:13","https://google.com/search?q=weather+in+New+York"
,"top movies 2025","9471","2025-06-23 8:11:14","https://google.com/search?q=how+to+cook+pasta"
,"best smartphones 2025","7889","2025-02-17 5:54:35","https://google.com/search?q=history+of+the+internet"
,"top movies 2025","7515","2025-01-17 2:33:12","https://google.com/search?q=how+to+invest+in+stocks"
,"weather in New York","7198","2025-07-27 5:3:38","https://amazon.com/search?q=how+to+cook+pasta"
,"how to invest in stocks","2103","2025-04-19 1:55:14","https://youtube.com/search?q=cheap+flights+to+London"
,"best programming languages","5472","2025-08-14 3:30:35","https://wikipedia.org/search?q=history+of+the+internet"
,"how to cook pasta","6582","2025-04-10 2:53:32","https://google.com/search?q=latest+AI+trends"
,"best programming languages","2809","2025-09-27 8:55:56","https://wikipedia.org/search?q=best+smartphones+2025"
,"best smartphones 2025","2765","2025-04-23 2:37:33","https://wikipedia.org/search?q=how+to+cook+pasta"
,"best smartphones 2025","5834","2025-03-18 3:40:25","https://news.com/search?q=best+smartphones+2025"
,"best smartphones 2025","5912","2025-01-17 20:31:10","https://google.com/search?q=how+to+cook+pasta"
,"fitness tips","1634","2025-01-24 22:36:38","https://amazon.com/search?q=latest+AI+trends"
