Query,User ID,Timestamp,Click URL
top movies 2025,9574,2025-04-18 13:45:20,https://amazon.com/search?q=top+movies+2025
top movies 2025,2026,2025-09-22 15:51:44,https://amazon.com/search?q=how+to+invest+in+stocks
weather in New York,9871,2025-04-21 15:8:54,https://youtube.com/search?q=top+movies+2025
weather in New York,2724,2025-07-17 4:1:16,https://wikipedia.org/search?q=weather+in+New+York
best smartphones 2025,6695,2025-02-22 17:21:50,https://amazon.com/search?q=how+to+invest+in+stocks
best smartphones 2025,9847,2025-02-27 8:55:58,https://wikipedia.org/search?q=cheap+flights+to+London
best programming languages,9503,2025-03-21 16:3:16,https://news.com/search?q=best+programming+languages
best smartphones 2025,3758,2025-09-22 21:2:13,https://youtube.com/search?q=fitness+tips
best smartphones 2025,2441,2025-07-28 4:37:39,https://wikipedia.org/search?q=history+of+the+internet
best smartphones 2025,5484,2025-04-18 23:2:3,https://news.com/search?q=best+smartphones+2025
history of the internet,4258,2025-07-16 13:57:30,https://wikipedia.org/search?q=best+programming+languages
fitness tips,6823,2025-07-17 17:10:21,https://news.com/search?q=best+smartphones+2025
top movies 2025,6080,2025-09-26 7:50:50,https://news.com/search?q=latest+AI+trends
history of the internet,5296,2025-09-23 7:32:39,https://amazon.com/search?q=best+smartphones+2025
how to cook pasta,2745,2025-07-23 5:50:55,https://wikipedia.org/search?q=weather+in+New+York
how to cook pasta,9005,2025-07-24 16:32:26,https://wikipedia.org/search?q=best+programming+languages
fitness tips,7478,2025-08-19 18:33:32,https://youtube.com/search?q=top+movies+2025
history of the internet,3929,2025-09-25 7:42:41,https://google.com/search?q=best+smartphones+2025
top movies 2025,7153,2025-08-12 17:51:39,https://amazon.com/search?q=fitness+tips
weather in New York,5362,2025-02-10 8:24:18,https://amazon.com/search?q=history+of+the+internet
cheap flights to London,3101,2025-09-25 4:2:40,https://wikipedia.org/search?q=cheap+flights+to+London
history of the internet,7799,2025-07-11 14:20:46,https://wikipedia.org/search?q=history+of+the+internet
fitness tips,5508,2025-01-11 16:51:2,https://youtube.com/search?q=top+movies+2025
cheap flights to London,6773,2025-04-26 20:51:55,https://google.com/search?q=how+to+invest+in+stocks
latest AI trends,8744,2025-03-20 8:23:2,https://news.com/search?q=top+movies+2025
weather in New York,7063,2025-07-28 19:1:29,https://youtube.com/search?q=how+to+cook+pasta
best programming languages,9524,2025-06-10 16:57:50,https://google.com/search?q=how+to+invest+in+stocks
cheap flights to London,7955,2025-03-22 10:9:5,https://wikipedia.org/search?q=best+programming+languages
top movies 2025,5737,2025-05-11 5:18:29,https://youtube.com/search?q=best+programming+languages
weather in New York,3001,2025-07-19 11:55:17,https://youtube.com/search?q=how+to+cook+pasta
top movies 2025,4799,2025-09-21 10:28:14,https://youtube.com/search?q=best+smartphones+2025
top movies 2025,9287,2025-02-20 4:18:44,https://news.com/search?q=how+to+invest+in+stocks
how to invest in stocks,5242,2025-05-17 14:24:18,https://wikipedia.org/search?q=latest+AI+trends
latest AI trends,6388,2025-09-13 7:14:39,https://youtube.com/search?q=history+of+the+internet
top movies 2025,3472,2025-09-15 10:8:49,https://news.com/search?q=weather+in+New+York
best programming languages,9956,2025-03-18 19:52:38,https://google.com/search?q=fitness+tips
fitness tips,4315,2025-06-11 1:2:11,https://news.com/search?q=history+of+the+internet
latest AI trends,8724,2025-07-20 1:15:13,https://amazon.com/search?q=how+to+invest+in+stocks
latest AI trends,2011,2025-02-12 15:18:25,https://google.com/search?q=how+to+cook+pasta
how to invest in stocks,8665,2025-05-28 2:5:23,https://news.com/search?q=latest+AI+trends
how to invest in stocks,9470,2025-01-26 12:18:38,https://amazon.com/search?q=best+smartphones+2025
best smartphones 2025,9521,2025-02-14 18:15:54,https://youtube.com/search?q=how+to+cook+pasta
how to cook pasta,1166,2025-07-11 19:45:45,https://google.com/search?q=weather+in+New+York
best programming languages,6992,2025-08-10 5:14:8,https://news.com/search?q=best+programming+languages
fitness tips,9663,2025-08-28 16:0:15,https://news.com/search?q=weather+in+New+York
best programming languages,7116,2025-08-11 7:52:37,https://google.com/search?q=best+programming+languages
cheap flights to London,9860,2025-03-11 3:3:10,https://wikipedia.org/search?q=best+programming+languages
weather in New York,7077,2025-03-28 2:22:56,https://news.com/search?q=cheap+flights+to+London
how to cook pasta,2069,2025-08-17 8:6:5,https://amazon.com/search?q=cheap+flights+to+London
weather in New York,4372,2025-07-14 17:43:33,https://amazon.com/search?q=latest+AI+trends
