"record","Query","User ID","Timestamp","Click URL"
,"latest AI trends","6228","2025-02-20 15:2:6","https://wikipedia.org/search?q=top+movies+2025"
,"latest AI trends","9054","2025-04-13 19:16:33","https://amazon.com/search?q=history+of+the+internet"
,"history of the internet","6333","2025-02-25 23:59:40","https://news.com/search?q=how+to+cook+pasta"
,"latest AI trends","7217","2025-08-21 4:22:48","https://amazon.com/search?q=history+of+the+internet"
,"history of the internet","5097","2025-03-11 0:7:17","https://news.com/search?q=how+to+cook+pasta"
,"cheap flights to London","7994","2025-08-26 21:5:57","https://youtube.com/search?q=fitness+tips"
,"how to invest in stocks","8177","2025-08-19 20:54:48","https://wikipedia.org/search?q=latest+AI+trends"
,"best smartphones 2025","5423","2025-04-19 8:0:41","https://wikipedia.org/search?q=cheap+flights+to+London"
,"how to invest in stocks","2203","2025-06-22 8:43:29","https://wikipedia.org/search?q=best+programming+languages"
,"fitness tips","3237","2025-07-20 9:30:10","https://wikipedia.org/search?q=top+movies+2025"
,"best smartphones 2025","7946","2025-08-11 10:0:8","https://news.com/search?q=best+smartphones+2025"
,"cheap flights to London","9735","2025-03-28 7:43:42","https://amazon.com/search?q=best+smartphones+2025"
,"history of the internet","4945","2025-01-22 14:42:29","https://youtube.com/search?q=best+programming+languages"
,"weather in New York","3687","2025-06-15 4:58:5","https://amazon.com/search?q=latest+AI+trends"
,"how to cook pasta","1698","2025-01-10 21:53:40","https://wikipedia.org/search?q=best+smartphones+2025"
,"cheap flights to London","9948","2025-07-24 22:3:25","https://amazon.com/search?q=top+movies+2025"
,"weather in New York","6764","2025-05-12 4:54:31","https://google.com/search?q=best+programming+languages"
,"how to invest in stocks","6023","2025-02-16 7:53:12","https://wikipedia.org/search?q=cheap+flights+to+London"
,"history of the internet","3398","2025-04-23 19:22:59","https://google.com/search?q=top+movies+2025"
,"how to cook pasta","3651","2025-05-14 19:40:21","https://youtube.com/search?q=top+movies+2025"
,"history of the internet","2263","2025-06-20 0:33:31","https://amazon.com/search?q=best+programming+languages"
,"best programming languages","5877","2025-08-20 4:12:12","https://youtube.com/search?q=latest+AI+trends"
,"how to cook pasta","7587","2025-04-17 21:4:36","https://news.com/search?q=how+to+invest+in+stocks"
,"weather in New York","4984","2025-07-15 10:4:42","https://wikipedia.org/search?q=weather+in+New+York"
,"how to invest in stocks","6942","2025-06-14 14:12:34","https://news.com/search?q=best+smartphones+2025"
,"how to invest in stocks","5286","2025-01-24 14:59:32","https://wikipedia.org/search?q=best+programming+languages"
,"top movies 2025","4653","2025-09-10 23:53:56","https://news.com/search?q=how+to+cook+pasta"
,"best programming languages","9367","2025-04-11 17:49:27","https://news.com/search?q=top+movies+2025"
,"how to cook pasta","9976","2025-05-11 9:57:46","https://google.com/search?q=cheap+flights+to+London"
,"best programming languages","8277","2025-05-19 10:37:4","https://google.com/search?q=best+smartphones+2025"
,"latest AI trends","7401","2025-07-20 1:25:11","https://wikipedia.org/search?q=fitness+tips"
,"history of the internet","4907","2025-06-21 6:30:2","https://news.com/search?q=best+smartphones+2025"
,"best programming languages","1268","2025-01-15 7:10:32","https://youtube.com/search?q=top+movies+2025"
,"top movies 2025","2151","2025-04-25 3:7:17","https://news.com/search?q=fitness+tips"
,"top movies 2025","9698","2025-04-28 7:2:42","https://wikipedia.org/search?q=how+to+invest+in+stocks"
,"how to cook pasta","1687","2025-09-23 9:13:18","https://news.com/search?q=history+of+the+internet"
,"how to cook pasta","5795","2025-08-20 17:37:55","https://google.com/search?q=fitness+tips"
,"best programming languages","5756","2025-04-13 17:40:32","https://youtube.com/search?q=weather+in+New+York"
,"cheap flights to London","4936","2025-06-19 3:48:31","https://wikipedia.org/search?q=history+of+the+internet"
,"top movies 2025","6094","2025-09-20 12:59:41","https://news.com/search?q=fitness+tips"
,"how to invest in stocks","4105","2025-03-28 21:30:33","https://news.com/search?q=best+smartphones+2025"
,"how to cook pasta","5509","2025-05-18 19:34:21","https://google.com/search?q=how+to+invest+in+stocks"
,"latest AI trends","4817","2025-09-13 6:53:12","https://youtube.com/search?q=how+to+cook+pasta"
,"how to invest in stocks","4843","2025-08-17 19:31:53","https://news.com/search?q=best+smartphones+2025"
,"best programming languages","2102","2025-06-13 12:44:21","https://amazon.com/search?q=best+programming+languages"
,"fitness tips","2297","2025-05-28 6:0:31","https://youtube.com/search?q=history+of+the+internet"
,"weather in New York","5490","2025-09-27 23:20:31","https://google.com/search?q=top+movies+2025"
,"how to cook pasta","6204","2025-04-26 12:7:40","https://youtube.com/search?q=how+to+invest+in+stocks"
,"history of the internet","9110","2025-07-13 18:37:5","https://google.com/search?q=fitness+tips"
,"cheap flights to London","1704","2025-04-13 9:20:49","https://news.com/search?q=fitness+tips"
