Query,User ID,Timestamp,Click URL
how to cook pasta,3023,2025-07-12 13:35:53,https://google.com/search?q=history+of+the+internet
latest AI trends,9696,2025-06-16 8:46:57,https://news.com/search?q=weather+in+New+York
cheap flights to London,5339,2025-01-20 0:38:51,https://wikipedia.org/search?q=history+of+the+internet
latest AI trends,7582,2025-08-28 8:45:47,https://wikipedia.org/search?q=how+to+invest+in+stocks
how to cook pasta,4642,2025-04-17 19:36:33,https://youtube.com/search?q=how+to+cook+pasta
weather in New York,7539,2025-05-14 16:49:8,https://amazon.com/search?q=history+of+the+internet
latest AI trends,5472,2025-05-17 18:35:11,https://google.com/search?q=cheap+flights+to+London
weather in New York,9426,2025-04-16 22:9:2,https://news.com/search?q=latest+AI+trends
how to invest in stocks,5030,2025-05-26 10:19:46,https://amazon.com/search?q=best+programming+languages
fitness tips,4536,2025-09-15 16:21:2,https://news.com/search?q=history+of+the+internet
fitness tips,9495,2025-02-18 16:7:59,https://wikipedia.org/search?q=how+to+invest+in+stocks
history of the internet,8775,2025-02-26 21:15:54,https://amazon.com/search?q=fitness+tips
fitness tips,6824,2025-03-17 11:1:46,https://amazon.com/search?q=how+to+cook+pasta
latest AI trends,8457,2025-02-19 23:59:52,https://youtube.com/search?q=best+smartphones+2025
latest AI trends,7180,2025-09-11 22:39:53,https://amazon.com/search?q=latest+AI+trends
how to cook pasta,5433,2025-08-25 21:26:34,https://wikipedia.org/search?q=fitness+tips
best programming languages,1755,2025-06-24 10:54:47,https://amazon.com/search?q=how+to+invest+in+stocks
weather in New York,1145,2025-09-28 15:29:28,https://youtube.com/search?q=how+to+invest+in+stocks
best smartphones 2025,6730,2025-08-16 14:33:59,https://amazon.com/search?q=how+to+cook+pasta
history of the internet,7622,2025-09-25 20:54:10,https://google.com/search?q=history+of+the+internet
fitness tips,3862,2025-02-25 9:5:56,https://wikipedia.org/search?q=best+smartphones+2025
best programming languages,9165,2025-04-13 11:6:16,https://wikipedia.org/search?q=cheap+flights+to+London
best smartphones 2025,3600,2025-06-19 9:19:34,https://wikipedia.org/search?q=latest+AI+trends
weather in New York,8373,2025-04-20 16:24:34,https://news.com/search?q=how+to+cook+pasta
weather in New York,8031,2025-06-20 23:56:6,https://wikipedia.org/search?q=how+to+cook+pasta
fitness tips,8703,2025-02-14 18:20:56,https://youtube.com/search?q=weather+in+New+York
latest AI trends,9326,2025-03-24 1:36:56,https://google.com/search?q=how+to+invest+in+stocks
fitness tips,5608,2025-08-16 15:0:57,https://google.com/search?q=cheap+flights+to+London
latest AI trends,6016,2025-07-20 22:57:51,https://google.com/search?q=history+of+the+internet
history of the internet,5816,2025-05-24 23:38:16,https://youtube.com/search?q=how+to+invest+in+stocks
latest AI trends,6166,2025-06-23 13:13:43,https://wikipedia.org/search?q=best+smartphones+2025
best programming languages,7857,2025-06-24 22:54:10,https://google.com/search?q=cheap+flights+to+London
cheap flights to London,1256,2025-01-26 8:41:6,https://wikipedia.org/search?q=how+to+invest+in+stocks
best programming languages,5774,2025-09-12 0:54:17,https://wikipedia.org/search?q=best+smartphones+2025
weather in New York,9931,2025-05-22 1:3:11,https://youtube.com/search?q=how+to+invest+in+stocks
history of the internet,6647,2025-07-26 11:39:35,https://google.com/search?q=how+to+cook+pasta
latest AI trends,3088,2025-05-22 3:36:6,https://youtube.com/search?q=weather+in+New+York
how to invest in stocks,8800,2025-04-24 20:44:35,https://youtube.com/search?q=how+to+cook+pasta
best programming languages,1957,2025-05-10 2:28:50,https://amazon.com/search?q=best+programming+languages
best programming languages,4526,2025-08-19 14:40:32,https://wikipedia.org/search?q=top+movies+2025
how to invest in stocks,3696,2025-02-17 4:33:40,https://amazon.com/search?q=how+to+cook+pasta
history of the internet,6435,2025-04-14 20:27:41,https://amazon.com/search?q=history+of+the+internet
weather in New York,6379,2025-04-13 12:5:0,https://wikipedia.org/search?q=cheap+flights+to+London
weather in New York,9817,2025-05-12 13:11:33,https://youtube.com/search?q=top+movies+2025
how to invest in stocks,6659,2025-02-19 19:46:22,https://youtube.com/search?q=best+programming+languages
fitness tips,5400,2025-06-10 12:11:0,https://google.com/search?q=best+smartphones+2025
latest AI trends,8650,2025-02-10 5:22:4,https://news.com/search?q=best+programming+languages
weather in New York,9289,2025-01-28 2:57:13,https://amazon.com/search?q=top+movies+2025
how to invest in stocks,3486,2025-08-24 21:10:1,https://news.com/search?q=cheap+flights+to+London
how to cook pasta,8952,2025-07-12 20:44:23,https://youtube.com/search?q=best+smartphones+2025
