Query,User ID,Timestamp,Click URL
best programming languages,7906,2025-03-11 0:52:11,https://wikipedia.org/search?q=best+smartphones+2025
top movies 2025,8378,2025-04-17 16:9:31,https://google.com/search?q=latest+AI+trends
best smartphones 2025,8541,2025-01-12 13:54:43,https://wikipedia.org/search?q=latest+AI+trends
best programming languages,4565,2025-05-15 23:7:38,https://google.com/search?q=best+smartphones+2025
weather in New York,6121,2025-05-11 7:24:26,https://news.com/search?q=top+movies+2025
weather in New York,6246,2025-03-19 12:22:42,https://news.com/search?q=latest+AI+trends
best smartphones 2025,5021,2025-09-10 19:29:58,https://youtube.com/search?q=best+programming+languages
top movies 2025,5536,2025-03-16 10:26:43,https://google.com/search?q=weather+in+New+York
weather in New York,7342,2025-01-26 8:58:1,https://amazon.com/search?q=history+of+the+internet
cheap flights to London,9475,2025-07-12 0:2:42,https://wikipedia.org/search?q=latest+AI+trends
cheap flights to London,6983,2025-04-23 3:0:45,https://news.com/search?q=weather+in+New+York
how to invest in stocks,4137,2025-07-13 18:18:32,https://google.com/search?q=best+programming+languages
best programming languages,8477,2025-03-16 18:21:16,https://news.com/search?q=best+smartphones+2025
best programming languages,2560,2025-02-14 22:59:11,https://news.com/search?q=best+smartphones+2025
how to cook pasta,1552,2025-02-19 22:11:42,https://amazon.com/search?q=cheap+flights+to+London
history of the internet,2625,2025-05-17 6:27:6,https://youtube.com/search?q=how+to+invest+in+stocks
weather in New York,8747,2025-09-26 6:56:29,https://google.com/search?q=fitness+tips
weather in New York,3938,2025-09-26 9:9:31,https://google.com/search?q=how+to+invest+in+stocks
top movies 2025,8122,2025-08-23 9:36:4,https://wikipedia.org/search?q=best+smartphones+2025
latest AI trends,9366,2025-01-21 9:37:21,https://google.com/search?q=weather+in+New+York
latest AI trends,3276,2025-07-27 21:40:20,https://youtube.com/search?q=fitness+tips
history of the internet,2160,2025-09-15 18:53:4,https://amazon.com/search?q=history+of+the+internet
latest AI trends,8895,2025-02-23 1:50:35,https://news.com/search?q=cheap+flights+to+London
top movies 2025,5630,2025-09-19 23:42:12,https://wikipedia.org/search?q=how+to+invest+in+stocks
fitness tips,2058,2025-09-16 7:14:32,https://amazon.com/search?q=history+of+the+internet
best programming languages,6354,2025-03-12 6:6:48,https://amazon.com/search?q=fitness+tips
latest AI trends,9799,2025-03-11 8:21:1,https://news.com/search?q=weather+in+New+York
top movies 2025,5349,2025-06-11 2:53:59,https://google.com/search?q=fitness+tips
best smartphones 2025,4953,2025-05-20 10:58:51,https://wikipedia.org/search?q=fitness+tips
weather in New York,6204,2025-03-24 18:53:53,https://news.com/search?q=best+programming+languages
best smartphones 2025,8726,2025-06-17 2:6:14,https://youtube.com/search?q=best+smartphones+2025
how to invest in stocks,2713,2025-04-10 7:10:34,https://amazon.com/search?q=best+smartphones+2025
weather in New York,6063,2025-04-21 23:44:45,https://youtube.com/search?q=latest+AI+trends
top movies 2025,1340,2025-06-25 17:42:14,https://youtube.com/search?q=cheap+flights+to+London
how to cook pasta,3232,2025-09-17 17:33:13,https://news.com/search?q=latest+AI+trends
latest AI trends,3531,2025-03-14 1:37:8,https://youtube.com/search?q=fitness+tips
top movies 2025,3918,2025-06-22 16:42:39,https://youtube.com/search?q=fitness+tips
history of the internet,5994,2025-05-21 3:3:29,https://news.com/search?q=fitness+tips
latest AI trends,2631,2025-03-17 16:3:57,https://news.com/search?q=fitness+tips
how to cook pasta,4078,2025-03-28 21:6:58,https://news.com/search?q=latest+AI+trends
weather in New York,7701,2025-09-16 21:17:47,https://amazon.com/search?q=fitness+tips
best smartphones 2025,2172,2025-08-13 16:24:34,https://amazon.com/search?q=history+of+the+internet
weather in New York,8372,2025-05-15 12:40:14,https://google.com/search?q=how+to+cook+pasta
weather in New York,3888,2025-06-26 16:55:20,https://news.com/search?q=weather+in+New+York
how to invest in stocks,7977,2025-05-23 3:29:9,https://youtube.com/search?q=fitness+tips
history of the internet,9812,2025-06-27 8:46:32,https://amazon.com/search?q=how+to+cook+pasta
how to invest in stocks,4062,2025-07-24 19:58:25,https://youtube.com/search?q=weather+in+New+York
how to cook pasta,5353,2025-01-12 5:11:7,https://wikipedia.org/search?q=weather+in+New+York
latest AI trends,2021,2025-05-25 6:9:45,https://youtube.com/search?q=weather+in+New+York
cheap flights to London,5697,2025-05-24 14:30:46,https://youtube.com/search?q=best+programming+languages
